dataset,source_hash,date,year,month,day_of_week,hour,agency_type,public_label,public_disposition,duration_minutes,screen_category,location_removed,confirmatory_use,case_status,description_category
incidents,ebdb948884532dad146b97e0,2023-02-27,2023,02,2,14,UCPD,Property - Lost,No Further Action,,civil_dispute,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,
incidents,0182b828a1bc66c77e532a5f,2023-02-27,2023,02,2,15,UCPD,Harassment,Non-Criminal Justice Referral,,harassment_stalking,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Residence Hall
incidents,ff19fd2256eaabac6e742749,2023-02-27,2023,02,2,15,UCPD,Suspicious Activity,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,
incidents,045470638b2b22d604846993,2023-02-27,2023,02,2,15,UCPD,Bike Theft,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,"Exterior Area (Sports Fields, Park areas)"
incidents,98b8cf62e68c73937b44658a,2023-02-27,2023,02,2,16,UCPD,Theft,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Parking Lot
incidents,d27bf5aa6e56b2b03b88c462,2023-02-27,2023,02,2,20,UCPD,Theft,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,"Exterior Area (Sports Fields, Park areas)"
incidents,5e5497ff205d27748b4dd0c7,2023-02-27,2023,02,2,22,UCPD,Assist - Outside Police Agency,Non-Criminal Justice Referral,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,
incidents,da9e62d2c4fd017ada9fd150,2023-02-28,2023,02,3,1,UCPD,Assist - Outside Police Agency,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,
incidents,b5378acda582543527a892b7,2023-02-28,2023,02,3,7,UCPD,Theft,Unfounded,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,School/College/University
incidents,4cf2d679fb6e4e29797e2577,2023-02-28,2023,02,3,9,UCPD,Bike Theft,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,"Exterior Area (Sports Fields, Park areas)"
incidents,8c5a32af13aadd6e35b811ef,2023-02-28,2023,02,3,10,UCPD,Theft,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Parking Lot
incidents,6b826eeaf403ce4e020fba3f,2023-02-28,2023,02,3,11,UCPD,Traffic Offense,Cleared by Summons,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,City Street or Sidewalk
incidents,7f894a0aeb531869e373b452,2023-02-28,2023,02,3,11,UCPD,Suspicious Activity,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,
incidents,6c5d9bbd2de2061c1271ede1,2023-02-28,2023,02,3,12,UCPD,Theft,Unfounded,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Academic Building
incidents,0e8be3cc7a132cded47283b8,2023-02-28,2023,02,3,12,UCPD,Criminal Trespass,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Parking Lot
incidents,9e9123ac4fc97d0dcd0ad274,2023-02-28,2023,02,3,13,UCPD,Bike Theft,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,"Exterior Area (Sports Fields, Park areas)"
incidents,302efbdfab54a0bce4c66fd2,2023-02-28,2023,02,3,14,UCPD,Traffic Offense,Cleared by Summons,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Public Property
incidents,c66e5eed127aed64b275c4fa,2023-02-28,2023,02,3,14,UCPD,Harassment,No Further Action,,harassment_stalking,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,
incidents,31c1983c8ef93a85d08bde49,2023-02-28,2023,02,3,15,UCPD,Bike Theft,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,"Exterior Area (Sports Fields, Park areas)"
incidents,8e6c6dac987ef3836b779ede,2023-02-28,2023,02,3,15,UCPD,Theft,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Parking Lot
incidents,d7f0f1c095b0af74e2e069e6,2023-02-28,2023,02,3,18,UCPD,Criminal Mischief,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,"Exterior Area (Sports Fields, Park areas)"
incidents,5651f27a4ad724efcdb0b6e9,2023-02-28,2023,02,3,20,UCPD,Criminal Mischief,Non-Criminal Justice Referral,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Residence Hall
incidents,85f488243ca36085dfdbd75c,2023-02-28,2023,02,3,20,UCPD,Fraud/Forgery,Non-Criminal Justice Referral,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Residence Hall
incidents,7f6beb67839751549d367d9b,2023-03-01,2023,03,4,5,UCPD,Trespassing,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Academic Building
incidents,8bcd40e84c961ea1e29d3347,2023-03-01,2023,03,4,7,UCPD,Suspicious Activity,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,
incidents,348f355d7b53a47575ee95c4,2023-03-01,2023,03,4,9,UCPD,Assist - Outside Police Agency,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,
incidents,82b982e236bf7051fd01cef9,2023-03-01,2023,03,4,10,UCPD,Criminal Mischief,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,School/College/University
incidents,f8d799bc4739607834285f70,2023-03-01,2023,03,4,11,UCPD,Theft,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Academic Building
incidents,c73ebf58d8c7a81c657fa45d,2023-03-01,2023,03,4,13,UCPD,Criminal Mischief,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Residence Hall
incidents,446952fec8470fee6533dec2,2023-03-01,2023,03,4,14,UCPD,Bike Theft,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Academic Building
incidents,927cd083612b32d376417867,2023-03-01,2023,03,4,15,UCPD,Property - Found,No Further Action,,civil_dispute,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,
incidents,2e7fb468b67726c7a70f1fe2,2023-03-01,2023,03,4,19,UCPD,Assist - Fire,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,
incidents,a66d3182432377db5e5f5bcd,2023-03-01,2023,03,4,19,UCPD,Drug Violation,Non-Criminal Justice Referral,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Residence Hall
incidents,7a369f0f68d01add0a877be5,2023-03-01,2023,03,4,21,UCPD,Alcohol Violation,Non-Criminal Justice Referral,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Residence Hall
incidents,be3d803b3673b2008a87e86f,2023-03-01,2023,03,4,23,UCPD,Alcohol Violation,Non-Criminal Justice Referral,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Residence Hall
incidents,37b14bf7ccddfc4800e7d0aa,2023-03-01,2023,03,4,23,UCPD,Criminal Mischief,Non-Criminal Justice Referral,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Residence Hall
incidents,631a9290c3337e8f90662198,2023-03-01,2023,03,4,23,UCPD,Criminal Mischief,Non-Criminal Justice Referral,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Residence Hall
incidents,eb01b44a47d93d3e242a3f04,2023-03-02,2023,03,5,,UCPD,Alcohol Violation,Non-Criminal Justice Referral,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,"Exterior Area (Sports Fields, Park areas)"
incidents,fe2ee0e740f03c8bfefd4188,2023-03-02,2023,03,5,,UCPD,Alcohol Violation,Cleared by Summons,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Residence Hall
incidents,8c9a5cd882fff04d8ead0b95,2023-03-02,2023,03,5,4,UCPD,Theft,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Academic Building
incidents,d6d17093335a3dba27ec61e3,2023-03-02,2023,03,5,9,UCPD,Property - Found,No Further Action,,civil_dispute,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,
incidents,1fe5b4ff17b58daa5af475da,2023-03-02,2023,03,5,9,UCPD,Property - Found,No Further Action,,civil_dispute,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,
incidents,6e0e7524355277d2cb4f0d48,2023-03-02,2023,03,5,15,UCPD,Suspicious Activity,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,
incidents,e8db8aaba11459f05be63f48,2023-03-02,2023,03,5,15,UCPD,Bike Theft,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,"Exterior Area (Sports Fields, Park areas)"
incidents,5ae70ffa0ee43aafe175004f,2023-03-02,2023,03,5,23,UCPD,Drug Violation,Non-Criminal Justice Referral,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Residence Hall
incidents,4e715c32bcbca7c54deeb523,2023-03-02,2023,03,5,23,UCPD,Theft,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,"Exterior Area (Sports Fields, Park areas)"
incidents,94f75e09ccd71e447f001766,2023-03-03,2023,03,6,1,UCPD,Assist - Mental Health,Non-Criminal Justice Referral,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,
incidents,2ab5dea1eb57f7fe536d397a,2023-03-03,2023,03,6,10,UCPD,Criminal Mischief,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Residence Hall
incidents,9c8cb860abec8b1076bf450d,2023-03-03,2023,03,6,13,UCPD,Accident- Unknown if Injury,Cleared by Summons,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,On-Campus Roadway/Sidewalk
incidents,a61b97f5ac132d18d709af53,2023-03-03,2023,03,6,13,UCPD,Bike Theft,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,"Exterior Area (Sports Fields, Park areas)"
incidents,0db832ba0652597723e5f2e6,2023-03-03,2023,03,6,14,UCPD,Weapon Violation,Cleared by Arrest,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,"Exterior Area (Sports Fields, Park areas)"
incidents,72ed65be83ce500edbbddb9c,2023-03-03,2023,03,6,15,UCPD,Assist - Outside Police Agency,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,
incidents,86477282b3386a924ef1689e,2023-03-03,2023,03,6,21,UCPD,Alcohol Violation,Non-Criminal Justice Referral,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Residence Hall
incidents,185b51117b81fda0a70041ae,2023-03-03,2023,03,6,21,UCPD,Information-Housing (IR) Drugs,Non-Criminal Justice Referral,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,
incidents,8cc67d86ce79eb729c0e8205,2023-03-03,2023,03,6,22,UCPD,Information-Housing (IR) Drugs,Non-Criminal Justice Referral,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,
incidents,55ac7d8cb962a199a7ac33ee,2023-03-03,2023,03,6,23,UCPD,Alcohol Violation,Non-Criminal Justice Referral,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Public Property
incidents,394cffe923dfe3add172f656,2023-03-04,2023,03,7,,UCPD,Alcohol Violation,Non-Criminal Justice Referral,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Residence Hall
incidents,766a5537a6d85920401b4b58,2023-03-04,2023,03,7,9,UCPD,Accident - Other Vehicle,Cleared by Summons,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Parking Lot
incidents,3d4d5df24d069d1b80424775,2023-03-04,2023,03,7,10,UCPD,Theft,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Parking Lot
incidents,13506131bbb93209e4fa437b,2023-03-04,2023,03,7,11,UCPD,Theft,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,"Exterior Area (Sports Fields, Park areas)"
incidents,d50f6e739fdae304cb8b905c,2023-03-04,2023,03,7,15,UCPD,Accident - Other Vehicle,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Parking Lot
incidents,db41cba5dfbe5091994046a8,2023-03-04,2023,03,7,16,UCPD,Assist - Mental Health,Non-Criminal Justice Referral,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,
incidents,c58092aab1f7ea678e45650d,2023-03-04,2023,03,7,20,UCPD,Alcohol Violation,Non-Criminal Justice Referral,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Residence Hall
incidents,bdb0321553ec51fbce44daea,2023-03-04,2023,03,7,23,UCPD,Alcohol Violation,Non-Criminal Justice Referral,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Residence Hall
incidents,aa251f992c071334f749c262,2023-03-05,2023,03,1,1,UCPD,Warrant,Cleared by Arrest,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Other/Unknown
incidents,aa251f992c071334f749c262,2023-03-05,2023,03,1,1,UCPD,Warrant,Cleared by Arrest,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Parking Lot
incidents,522f1bbfd886f8ab09bbce33,2023-03-05,2023,03,1,1,UCPD,Criminal Mischief,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Residence Hall
incidents,8c1994a7c4eaaa9de9120b4b,2023-03-05,2023,03,1,2,UCPD,Damage-University Property (IR),No Further Action,,civil_dispute,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,
incidents,ced6fb14a32a6c3901e5d747,2023-03-05,2023,03,1,12,UCPD,Bike Theft,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,"Exterior Area (Sports Fields, Park areas)"
incidents,cf3e75c43d1b3686ac8cdf11,2023-03-05,2023,03,1,14,UCPD,Criminal Trespass,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Parking Lot
incidents,eb63544c62a86a2fc055f03b,2023-03-05,2023,03,1,20,UCPD,Criminal Mischief,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Public Property
incidents,721c91c1d6c13c7379ed7a23,2023-03-05,2023,03,1,22,UCPD,Traffic Offense,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Highway/Road/Alley/Street/Sidewalk
incidents,a14789a2e3678629ac8f467d,2023-03-06,2023,03,2,5,UCPD,Bike Theft,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,"Exterior Area (Sports Fields, Park areas)"
incidents,3809f96aa317cf953f6df731,2023-03-06,2023,03,2,8,UCPD,Bike Theft,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,"Exterior Area (Sports Fields, Park areas)"
incidents,2287d1e5be2a6f622024d9b1,2023-03-06,2023,03,2,9,UCPD,Suspicious Activity,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,
incidents,11a3d028ec145a01ef3dcba6,2023-03-06,2023,03,2,10,UCPD,Bike Theft,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,"Exterior Area (Sports Fields, Park areas)"
incidents,c66ff8735585cd4a45850ca1,2023-03-06,2023,03,2,10,UCPD,Criminal Mischief,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Residence Hall
incidents,9217a3e44c0ef355b40bb5f0,2023-03-06,2023,03,2,10,UCPD,Bike Theft,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,"Exterior Area (Sports Fields, Park areas)"
incidents,44e1ee1e4735a0d07ba1f7b3,2023-03-06,2023,03,2,10,UCPD,Fraud/Forgery,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Cyberspace
incidents,44e1ee1e4735a0d07ba1f7b3,2023-03-06,2023,03,2,10,UCPD,Fraud/Forgery,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Residence Hall
incidents,7e0ba3a45319b9b3faec6d57,2023-03-06,2023,03,2,11,UCPD,Property - Found,No Further Action,,civil_dispute,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,
incidents,61204bada6318453918dd31f,2023-03-06,2023,03,2,11,UCPD,Bike Theft,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,"Exterior Area (Sports Fields, Park areas)"
incidents,328335158c957fa86c0179ed,2023-03-06,2023,03,2,11,UCPD,Assist - Medical,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,
incidents,8139e140aadfe3bfc390e924,2023-03-06,2023,03,2,15,UCPD,Assist - Other,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,
incidents,e7044a2463eb2dd28dbe88ae,2023-03-06,2023,03,2,15,UCPD,Information-UCPD (IR),No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Open,
incidents,b850fb5ab1707cf08181fb4f,2023-03-06,2023,03,2,17,UCPD,Property - Found,No Further Action,,civil_dispute,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,
incidents,0fae722978b099bf338b5b24,2023-03-06,2023,03,2,18,UCPD,Accident - Other Vehicle,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Parking Lot
incidents,2ed18e744b18926e2f23aeae,2023-03-06,2023,03,2,20,UCPD,Traffic Offense,Cleared by Summons,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,City Street or Sidewalk
incidents,69ce2023b94af6ef13e5528d,2023-03-07,2023,03,3,11,UCPD,Criminal Mischief,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Parking Garage
incidents,8761e07c03d23bb122593923,2023-03-07,2023,03,3,11,UCPD,Criminal Mischief,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Parking Garage
incidents,99a049809a30ba1ee0150862,2023-03-07,2023,03,3,12,UCPD,Suspicious Activity,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,
incidents,022492beb82f42c13d2684de,2023-03-07,2023,03,3,14,UCPD,Information-Other (IR),No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,
incidents,04727fbdcfa7b528e01758e3,2023-03-07,2023,03,3,17,UCPD,Trespassing,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,"Exterior Area (Sports Fields, Park areas)"
incidents,99a9d06c420a7515ce6f277f,2023-03-07,2023,03,3,17,UCPD,Property - Lost,No Further Action,,civil_dispute,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,
incidents,23a497e99a19027634402697,2023-03-07,2023,03,3,20,UCPD,Bike Theft,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,"Exterior Area (Sports Fields, Park areas)"
incidents,f8c3c793256ad1521406e5e6,2023-03-07,2023,03,3,22,UCPD,Suspicious Activity,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,
incidents,d776db6d3fe987dafb268cf7,2023-03-07,2023,03,3,22,UCPD,Information-Housing (IR) Drugs,Non-Criminal Justice Referral,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,
incidents,b2e43c8aab3dfc118d6e384a,2023-03-08,2023,03,4,7,UCPD,Information-UCPD (IR),No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,
incidents,f21c9a945bd98172488275fd,2023-03-08,2023,03,4,9,UCPD,Suspicious Activity,Non-Criminal Justice Referral,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,
incidents,19544a557ec0bf34aedde1d2,2023-03-08,2023,03,4,11,UCPD,Information-UCPD (IR),No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,
incidents,5f654490db652f35553340d8,2023-03-08,2023,03,4,15,UCPD,Theft,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Parking Lot
incidents,99af1dc5cba373745dd7c7b5,2023-03-08,2023,03,4,17,UCPD,Theft,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Academic Building
incidents,4095159014fa2d2703907a60,2023-03-08,2023,03,4,20,UCPD,Drug Violation,Non-Criminal Justice Referral,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Residence Hall
incidents,e868af40617d9fc75a161aaa,2023-03-08,2023,03,4,21,UCPD,Suspicious Activity,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,
incidents,949ec67317fd5066561359f9,2023-03-09,2023,03,5,,UCPD,Alcohol Violation,Non-Criminal Justice Referral,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Residence Hall
incidents,b568f6e8bd1fa95878aac86f,2023-03-09,2023,03,5,4,UCPD,Assist - Mental Health,Non-Criminal Justice Referral,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,
incidents,382e26308c4de9b512612cf7,2023-03-09,2023,03,5,7,UCPD,Bike Theft,No Further Action,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,"Exterior Area (Sports Fields, Park areas)"
incidents,c686763c06249a4b11844fe2,2023-03-09,2023,03,5,7,UCPD,Theft,Non-Criminal Justice Referral,,not_screened_candidate,true,"CUPD public incident context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or count-level court outcome",Closed,Parking Lot
